60300_51_x,60300_51_y,60300_101_x,60300_101_y,60300_201_x,60300_201_y,60300_499_x,60300_499_y,60300_881_x,60300_881_y,603000_51_x,603000_51_y,603000_101_x,603000_101_y,603000_201_x,603000_201_y,603000_499_x,603000_499_y,603000_881_x,603000_881_y,6030000_51_x,6030000_51_y,6030000_101_x,6030000_101_y,6030000_201_x,6030000_201_y,6030000_499_x,6030000_499_y,6030000_881_x,6030000_881_y
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0000000000000002,0.0,0.9999999999999999,0.0,1.0,0.0,1.0
0.009433962264150943,0.9996950691099411,0.009433962264150943,0.9998385388424745,0.009433962264150943,0.9999052485859696,0.009433962264150943,0.999759219134607,0.009433962264150943,0.999882335137391,0.009433962264150943,0.9998582893778732,0.009433962264150943,0.9999422454328584,0.009433962264150943,0.9998851651003581,0.009433962264150943,0.9998963657194833,0.009433962264150943,0.9999343693471304,0.009433962264150943,0.9998451535317806,0.009433962264150943,0.999933320721073,0.009433962264150943,0.9999282884642188,0.009433962264150943,0.9999476845626135,0.009433962264150943,0.9999288932673156
0.018867924528301886,0.9985985283333174,0.018867924528301886,0.9971411846271626,0.018867924528301886,0.9983339480398107,0.018867924528301886,0.9971710674357388,0.018867924528301886,0.9960834509792371,0.018867924528301886,0.9992664784281847,0.018867924528301886,0.9991204416158751,0.018867924528301886,0.9992612098140978,0.018867924528301886,0.9991138759518229,0.018867924528301886,0.9991411265670822,0.018867924528301886,0.9990806133698774,0.018867924528301886,0.9992014201731884,0.018867924528301886,0.9992727539604278,0.018867924528301886,0.999193357455302,0.018867924528301886,0.9992704548329113
0.02830188679245283,0.9982186658950222,0.02830188679245283,0.996266883998904,0.02830188679245283,0.998255999169904,0.02830188679245283,0.9958525365827197,0.02830188679245283,0.9978474329311199,0.02830188679245283,0.999281992970086,0.02830188679245283,0.9993645418281206,0.02830188679245283,0.9993810511798528,0.02830188679245283,0.999539304284859,0.02830188679245283,0.9996363111241815,0.02830188679245283,0.9992724078100571,0.02830188679245283,0.9994858386441275,0.02830188679245283,0.9995402563409896,0.02830188679245283,0.9995281484870204,0.02830188679245283,0.9995136531585784
0.03773584905660377,0.9902243528954253,0.03773584905660377,0.9932729330286455,0.03773584905660377,0.9906893277692599,0.03773584905660377,0.9908692481530331,0.03773584905660377,0.9858960312334311,0.03773584905660377,0.9958170415127763,0.03773584905660377,0.9969312376398194,0.03773584905660377,0.9971152414079018,0.03773584905660377,0.997286395823817,0.03773584905660377,0.9976575876560725,0.03773584905660377,0.9958950052066675,0.03773584905660377,0.9974333479498495,0.03773584905660377,0.9976411951422184,0.03773584905660377,0.9974636473007912,0.03773584905660377,0.997430089345879
0.04716981132075472,0.9766599342500293,0.04716981132075472,0.9884800161019157,0.04716981132075472,0.9790492410000619,0.04716981132075472,0.9853576759099445,0.04716981132075472,0.9850044325163075,0.04716981132075472,0.9942644927916402,0.04716981132075472,0.9959235490040024,0.04716981132075472,0.9963998807868878,0.04716981132075472,0.9974500366118959,0.04716981132075472,0.9968881303163479,0.04716981132075472,0.9944725874030012,0.04716981132075472,0.9970627233470634,0.04716981132075472,0.9974781628963287,0.04716981132075472,0.9973484144858842,0.04716981132075472,0.9977059196502637
0.05660377358490566,0.9620251858215646,0.05660377358490566,0.9789331246379107,0.05660377358490566,0.9679018071319422,0.05660377358490566,0.9754424732355724,0.05660377358490566,0.9781733964819488,0.05660377358490566,0.9779795311677085,0.05660377358490566,0.9933667343482547,0.05660377358490566,0.9917529100147403,0.05660377358490566,0.9943580473686123,0.05660377358490566,0.9940718943477636,0.05660377358490566,0.9802798126116415,0.05660377358490566,0.9943561267415354,0.05660377358490566,0.993898876416599,0.05660377358490566,0.994110625991052,0.05660377358490566,0.994280595583963
0.0660377358490566,0.9656922612984382,0.0660377358490566,0.9770819098733695,0.0660377358490566,0.9800299571531795,0.0660377358490566,0.9766462051432165,0.0660377358490566,0.9823928569147445,0.0660377358490566,0.9665604324476447,0.0660377358490566,0.9934268175423118,0.0660377358490566,0.9903982062348137,0.0660377358490566,0.9919478723301013,0.0660377358490566,0.9912625263598082,0.0660377358490566,0.9677487383930241,0.0660377358490566,0.9936928840543183,0.0660377358490566,0.9938798817283906,0.0660377358490566,0.9943068278445253,0.0660377358490566,0.9947970093373828
0.07547169811320754,0.8594402161140566,0.07547169811320754,0.9601505900808739,0.07547169811320754,0.953913821963635,0.07547169811320754,0.9659940508743279,0.07547169811320754,0.9479934874957391,0.07547169811320754,0.887838906411197,0.07547169811320754,0.9931961499199397,0.07547169811320754,0.9921684947024673,0.07547169811320754,0.9898668870143457,0.07547169811320754,0.9913495616179306,0.07547169811320754,0.8856589674773033,0.07547169811320754,0.9947978635488538,0.07547169811320754,0.9949176023172652,0.07547169811320754,0.9941486369131937,0.07547169811320754,0.9948263583193285
0.08490566037735849,0.7957327270743287,0.08490566037735849,0.9062122122480669,0.08490566037735849,0.9105499952125534,0.08490566037735849,0.9101064259845105,0.08490566037735849,0.9122439019196978,0.08490566037735849,0.8159085822428339,0.08490566037735849,0.9801566521888488,0.08490566037735849,0.9807399878911185,0.08490566037735849,0.9805018918157158,0.08490566037735849,0.9819216607583936,0.08490566037735849,0.8216923219714769,0.08490566037735849,0.9892370334970251,0.08490566037735849,0.9896670461962717,0.08490566037735849,0.9875013116554555,0.08490566037735849,0.988037472047073
